Country,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Mexico,6.539865,6.2475765,5.9714314,5.706372,5.4519066,5.206419,4.9738487,4.7508575,4.535449,4.3265842,4.12768,3.9375168,3.7542164,3.579477,3.4139416,3.2545345,3.1038797,2.9620817,2.8286877,2.704212,2.5868292,2.4791641,2.3803473,2.2892029,2.205182,2.1269003,2.0539524,1.9842775,1.917415,1.8540302,1.7925112,1.7334078,1.6763996,1.6214237,1.5683389,1.5165631,1.46618595,1.4164002,1.370521,1.3240743
Micronesia (country),5.913975,5.837697,5.7533974,5.6468212,5.5167484,5.366719,5.2075356,5.051842,4.9151382,4.7917057,4.6855293,4.593298,4.5045322,4.414632,4.307723,4.1910904,4.0712383,3.950392,3.8459846,3.751949,4.1432014,3.6309273,3.606653,3.6006058,3.5966537,3.5910732,3.559472,3.5092365,3.4489647,3.373506,3.3026398,3.203095,3.1091541,3.0168753,2.9226763,2.8208141,2.7337183,2.6402596,2.5637234,2.4850218
Moldova,4.6665474,4.465848,4.251626,4.043208,3.8376324,3.6440422,3.4886345,3.3804424,3.341954,3.3725784,3.4741894,3.6151943,3.7577393,3.8578156,3.8818565,3.8185463,3.667749,3.4337536,3.1459557,2.838915,2.5590965,2.3142454,2.1230589,1.9827051,1.882215,1.815308,1.7700113,1.7328434,1.7088997,1.6837809,1.6566315,1.6286972,1.6029829,1.5782396,1.5530662,1.5265058,1.5025462,1.4741839,1.4498289,1.419652
Monaco,,,,0.9741346,0.9297981,0.88769655,0.8482842,0.8119694,0.7763825,0.74239993,0.71031055,0.6797102,0.65130873,0.62444887,0.59895444,0.57523746,0.5535798,0.5337321,0.51544123,0.4990958,0.48442187,0.47133856,0.45923905,0.4481324,0.4376353,0.42777424,0.4179296,0.40863194,0.39940271,0.3905597,0.381053,0.37166162,0.36193757,0.35208008,0.3420011,0.33153903,0.32174683,0.311765,0.3016085,0.29236386
Mongolia,15.145589,14.593668,14.045206,13.48252,12.897601,12.329901,11.770904,11.229839,10.742955,10.291641,9.870743,9.4690895,9.086083,8.68887,8.265161,7.8173355,7.34866,6.860502,6.3640602,5.8637585,5.379276,4.9190567,4.4927692,4.1005806,3.7429436,3.413759,3.1187044,2.8558672,2.6285522,2.4358145,2.2762117,2.145251,2.0379778,1.9427027,1.8504581,1.7612413,1.678688,1.6035736,1.535289,1.4734358
Montenegro,,,2.733376,2.4837872,2.2550472,2.053906,1.8835897,1.7480299,1.645729,1.5767319,1.53636465,1.5153664,1.508258,1.5081605,1.5075502,1.503469,1.4896821,1.462032,1.4197055,1.3625253,1.2943832,1.218573,1.1372519,1.0545464,0.9719129,0.8912647,0.8141569,0.74100103,0.6725786,0.60964785,0.5519022,0.4991259,0.4510893,0.4073842,0.3675341,0.3315349,0.29897544,0.27007437,0.24592273,0.22629364
Montserrat,2.5376097,2.411728,2.292686,2.179584,2.0730751,1.9751196,1.8827572,1.7965,1.7123516,1.6372734,1.5623154,1.489296,1.422898,1.3608776,1.30104065,1.2443594,1.1908204,1.1399221,1.090171,1.04662285,1.0045446,0.96748,0.9308735,0.900735,0.8692189,0.8401853,0.8116436,0.78415976,0.7580269,0.73394456,0.70929465,0.68687744,0.66460056,0.642087,0.62221346,0.60115523,0.58141007,0.56226125,0.54419546,0.5273539
Morocco,12.112987,11.4848755,10.884872,10.3202194,9.793004,9.303412,8.856198,8.452027,8.080207,7.734143,7.4079124,7.091167,6.789249,6.496295,6.217993,5.9510574,5.700443,5.4626064,5.2351147,5.015507,4.8011547,4.5860935,4.369897,4.1513176,3.930199,3.7152996,3.505958,3.3094208,3.1253752,2.9531534,2.792507,2.6388666,2.4940388,2.3603764,2.237699,2.1322449,2.0381056,1.9520866,1.8744251,1.7995571
Mozambique,26.7621,26.630197,26.402927,26.092688,25.76862,25.447574,25.147847,24.866376,24.566954,24.20934,23.840976,23.366989,22.779698,22.038713,21.182521,20.193779,19.130731,18.075302,17.066171,16.125514,15.295576,14.543434,13.85537,13.23286,12.64882,11.925747,11.322542,10.745149,10.476009,10.059499,9.6402115,9.2076416,8.826823,8.402059,8.078948,7.839502,7.632826,7.3498375,7.163714,6.9558426
Myanmar,13.532997,13.267459,13.020702,12.775526,12.533601,12.287656,12.0353004,11.784964,11.530936,11.26992,11.0076225,10.739549,10.466306,10.197838,9.931942,9.669172,9.411798,9.1682755,8.926219,8.6854645,8.446543,8.201511,7.951784,7.690851,7.427273,7.156893,9.8683235,6.607321,6.343363,6.0763977,5.8205402,5.5883022,5.3759575,5.178597,4.986838,4.807173,4.641533,4.4770676,4.3236057,4.181237
Namibia,9.7507904,9.461818,9.1212494,8.750032,8.387035,8.05965,7.7607025,7.5005775,7.278338,7.0988266,6.992091,6.958468,7.017214,7.1732124,7.387073,7.589666,7.71571,7.750121,7.700206,7.5986565,7.4819466,7.4009865,7.379116,7.034429,6.530967,6.0993652,5.543521,5.2056442,4.93686,4.9169136,5.0341003,4.8077534,4.5533035,4.6246155,4.5480732,4.4369858,4.356271,4.18686,4.027695,3.90433
Nauru,,,,8.5534164,8.1545364,7.7672195,7.4136986,7.0610794,6.72404,6.3972984,6.0809967,5.777712,5.500405,5.238892,5.0008034,4.7872948,4.590506,4.4148056,4.26495,4.1377678,4.02885,3.9412823,3.8810204,3.8444157,3.830581,3.8241932,3.8262424,3.806805,3.755654,3.6850006,3.6037323,3.5133694,3.4216976,3.3300648,3.2354897,3.1425165,3.0503113,2.9573635,2.857798,2.7594475
Nepal,19.451978,18.796309,18.132593,17.448247,16.7479,16.036446,15.31321,14.582587,13.859239,13.150934,12.461713,11.8014465,11.169171,10.567636,9.992798,9.4405235,8.9072235,8.397415,7.911296,7.455777,7.029881,6.635298,6.271417,5.93576,5.6266243,5.3441578,5.074507,4.8230698,4.5867107,4.3614536,4.1452835,3.938376,3.7429623,3.552994,3.373985,3.2097733,3.0632235,2.9344585,2.8194368,2.716347
Netherlands,1.0366466,1.0151557,0.9939412,0.9711471,0.9456927,0.9185573,0.8903743,0.861643,0.8320396,0.8015486,0.7710086,0.74143167,0.71397195,0.69005322,0.67032785,0.6544403,0.64164557,0.6305441,0.61890078,0.6054669,0.58983183,0.5719776,0.55239835,0.5317116,0.51095114,0.49115996,0.47276373,0.45652733,0.4425899,0.43107767,0.42190714,0.4148123,0.409581,0.4063034,0.40460534,0.4040347,0.40439186,0.4049508,0.40549088,0.4051762
New Zealand,1.483092,1.4490509,1.4150295,1.3787319,1.3380719,1.2914391,1.2370003,1.1773396,1.1161265,1.0558049,1.0002116,0.9520043,0.9101362,0.8730893,0.8397882,0.8098792,0.78320084,0.75960155,0.73875785,0.7204172,0.7037842,0.68858333,0.6748303,0.6631789,0.6539612,0.64607487,0.6390518,0.63155947,0.62287183,0.61178646,0.59859266,0.5837417,0.56737466,0.5504914,0.53408065,0.5186089,0.50493903,0.49311175,0.48257847,0.47305393
Nicaragua,9.62243,9.09674,8.640323,8.246631,7.902292,7.587441,7.290729,6.99481,6.691184,6.3800194,6.064614,5.752726,5.4492622,5.1549274,4.870753,4.5979332,5.0508045,4.103825,3.8846714,3.685767,3.5015255,3.33404,3.1764528,3.0314087,2.8947649,2.7631716,2.6394587,2.5213797,2.4087418,2.298584,2.1895388,2.0834461,1.9814396,1.8784195,1.7765974,1.6771616,1.5817795,1.489794,1.4034797,1.3255423
Niger,32.454648,32.832965,33.283673,33.687872,33.98654,34.091507,33.967084,33.649237,33.162115,32.501938,31.663638,30.64021,29.438748,28.127686,26.860248,25.736517,24.719962,23.78641,22.850827,21.825388,20.686996,19.502602,18.313219,17.18337,16.162999,15.27557,14.506467,13.857822,13.328828,12.913847,12.5975334,12.34389,12.162797,12.016442,11.914344,11.836511,11.76619,11.702052,11.631723,11.515188
Nigeria,20.739827,20.655751,20.656999,20.720413,20.808899,20.896165,20.94149,20.955812,20.933116,20.878343,20.807687,20.71595,20.570477,20.374356,20.099086,19.724452,19.278798,18.771532,18.243053,17.696613,17.142738,16.581189,16.038058,15.510857,15.023808,14.578902,14.190723,13.850961,13.571822,13.341574,13.135156,12.962277,12.802222,12.641257,12.471412,12.239011,11.956656,11.680171,11.381948,11.0819275
Niue,2.5371902,2.4703299,2.4304125,2.4122665,2.4139894,2.4259706,2.4447927,2.4711683,2.4999615,2.5371279,2.5836992,2.6390911,2.703802,2.784401,2.8714087,2.9588923,3.0514675,3.139096,3.2306503,3.3239902,3.415144,3.491482,3.5472748,3.588494,3.5807896,3.555361,3.5061214,3.4372406,3.3683468,3.282553,3.1875093,3.0901337,2.9991053,2.9019571,2.8228111,2.7405598,2.6591682,2.5758642,2.4964184,2.4131454
North Korea,,,,3.51,3.47,3.52,3.68,3.95,4.34,4.86,5.48,6.13,6.77,7.28,7.57,7.57,7.29,6.74,6,5.21,4.47,3.89,3.5,3.3,3.24,3.22,3.18,3.1,2.95,2.77,2.57,2.4,2.24,2.11,2,1.9,1.82,1.73,1.65,1.54
North Macedonia,5.5362988,5.246922,5.060255,4.99543,4.916203,4.692882,4.3540703,3.998735,3.689931,3.4553226,3.303354,3.145066,2.8531605,2.44827,2.1059242,1.9225447,1.8343853,1.7360685,1.5950638,1.4769386,1.4327215,1.4361847,1.4257194,1.3723241,1.2981876,1.2282795,1.1656939,1.0995312,1.035335,1.0000293,1.0135704,1.0638439,1.1163523,1.1350324,1.0877999,0.9621669,0.8080589,0.67927947,0.59307494,0.5310603
Norway,0.9895149,0.9975274,1.0109696,1.0221191,1.0248429,1.0125674,0.9805393,0.9302724,0.866223,0.79470115,0.72471075,0.6623606,0.6110238,0.5719735,0.54456334,0.52506447,0.5106524,0.49849186,0.48587623,0.47134485,0.4556976,0.43884287,0.42179527,0.4051415,0.38920536,0.37344916,0.3575741,0.34184132,0.32713861,0.3135053,0.30135443,0.2906307,0.28084354,0.27160628,0.2625583,0.25352216,0.2445001,0.23508914,0.22590878,0.21707294
Oman,9.074889,8.1496635,7.308928,6.545534,5.8686127,5.2729225,4.760546,4.3063736,3.901332,3.53351,3.2023045,2.9041306,2.6428934,2.4143751,2.2164314,2.0421192,1.888882,1.752893,1.6344944,1.532067,1.4452101,1.373063,1.317204,1.2733552,1.2408817,1.2163828,1.198764,1.1851558,1.1730215,1.1604673,1.1479509,1.136132,1.1254126,1.1158928,1.1076041,1.0969184,1.0806437,1.0598848,1.037148,1.013952
Pakistan,16.049371,15.807858,15.561732,15.306323,15.039671,14.774162,14.509607,14.24986,13.983246,13.705113,13.410013,13.107356,12.790445,12.45866,12.11793,11.7756134,11.4377846,11.1112625,10.807917,10.528307,10.2753265,10.0517044,9.845633,9.651194,9.464972,9.285987,9.1045746,8.9212685,8.722379,8.51496,8.295439,8.0714485,7.843452,7.617705,7.3949295,7.177063,6.964348,6.749557,6.547601,6.333255
Palau,4.2357048,4.095159,3.9750103,3.8710144,3.7867268,3.714437,3.6470192,3.5901817,3.5326565,3.470411,3.408754,3.3418896,3.2681507,3.1930244,3.115425,3.0412395,2.9725,2.9046926,2.847215,2.7910122,2.7408413,2.6897852,2.644318,2.5937197,2.5417381,2.4925585,2.4329224,2.3668688,2.3082275,2.2432238,2.1794289,2.1120834,2.0430704,1.9743069,1.9128233,1.8522133,1.7920376,1.7366428,1.6813608,1.624524
Palestine,7.045025,6.637873,6.254784,5.9024284,5.572262,5.26346,4.9811436,4.72566,4.494345,4.287771,4.098732,3.9288357,3.7711224,3.6267624,3.489372,3.3617695,3.245092,3.1358303,3.0355724,2.943168,2.8574736,2.7726591,2.6894974,2.6063066,2.524388,2.4421131,2.3620558,2.2828953,2.2053349,2.1290682,2.0551254,1.9819958,2.1320278,1.839107,1.769265,1.7056395,1.6453539,1.5878704,1.5333331,1.4834751
Panama,4.1046265,3.9555332,3.815927,3.6823303,3.5557648,3.438311,3.331149,3.232082,3.1414946,3.0616682,2.993608,2.93332,2.8814863,2.8341036,2.7911118,2.7491322,2.7021711,2.6555456,2.6009962,2.5401878,2.4771921,2.415644,2.3548569,2.2943027,2.2347647,2.1706127,2.109197,2.046527,1.9821243,1.9226791,1.8613823,1.8005127,1.7482763,1.6930107,1.643507,1.5896655,1.5354976,1.4845918,1.4368535,1.3870468
Papua New Guinea,10.040709,9.8033554,9.578787,9.37572,9.181681,8.9973274,8.82323,8.653441,8.489828,8.328946,8.175717,8.02578,7.877036,7.741004,7.606161,7.4800545,7.355493,7.232888,7.11355,6.995588,6.87467,6.755591,6.6302704,6.498424,6.364901,6.2279305,6.0853283,5.942044,5.798457,5.6588882,5.519335,5.3843147,5.2466118,5.108848,4.9738846,4.8311283,4.6892525,4.5517788,4.417218,4.2811897
Paraguay,6.106581,5.9006954,5.689706,5.4863365,5.287014,5.096132,4.9123184,4.7314976,4.556669,4.3896816,4.2320454,4.088982,3.9566513,3.83894,3.733215,3.637611,3.5461758,3.4630306,3.3834583,3.3077385,3.22888,3.151698,3.0745173,2.9943092,2.9159744,2.8362083,2.7553516,2.6760641,2.5960978,2.5154594,2.4395918,2.3630514,2.2890139,2.218579,2.1433554,2.0751635,2.0022932,1.935833,1.8741653,1.8157492
Peru,11.939525,11.51584,11.035425,10.505341,9.9594986,9.429361,8.931008,8.459584,8.017199,7.587973,7.1488014,6.6980896,6.2422844,5.785604,5.340371,4.9147312,4.514227,4.1445526,3.8127567,3.5149693,3.2542137,3.0244656,2.8232176,2.6451328,2.485001,2.3406158,2.210452,2.0949322,1.9941534,1.9049408,1.82915,1.7624311,1.7051632,1.6548967,1.6097837,1.5694605,1.5307563,1.4917435,1.4538209,1.4122609
Philippines,7.738329,7.607644,7.449174,7.252462,7.0034386,6.700427,6.362406,6.009489,5.6597168,5.3328056,5.0434334,4.7895897,4.5669525,4.3738125,4.2077087,4.0676422,3.9488884,3.8512787,3.770547,3.6969337,3.6261417,3.5563454,3.488317,3.4226696,3.3633175,3.309087,3.262238,3.216667,3.1757557,3.1374529,3.0999964,3.059215,3.021222,2.9775736,2.928656,2.8690416,2.8023056,2.7279066,2.6503353,2.573953
Poland,2.2667885,2.194247,2.1144882,2.0341625,1.9581808,1.8913378,1.835221,1.7871264,1.7396465,1.6895601,1.6413738,1.5961286,1.5387638,1.4479415,1.3248516,1.1968074,1.0860155,0.9978522,0.9306692,0.88152075,0.8432712,0.8108549,0.78182483,0.7557004,0.73086414,0.70283656,0.6684201,0.6310347,0.5964177,0.56681976,0.542083,0.52103057,0.5033973,0.48905907,0.477186,0.4658985,0.4534611,0.44212065,0.4355435,0.43466053
Portugal,2.4237816,2.2868826,2.1606518,2.042101,1.9288235,1.817348,1.7038198,1.5883971,1.4732559,1.3590269,1.2475083,1.1415412,1.0472488,0.9704299,0.912058,0.8636223,0.8180986,0.77078457,0.7195865,0.6636809,0.6064076,0.55062647,0.50123997,0.46260414,0.43567095,0.4165937,0.40222874,0.39075553,0.3813234,0.37394671,0.36878688,0.36575377,0.36480453,0.36505575,0.36544664,0.36338723,0.35601084,0.34378319,0.32779758,0.309848
Qatar,3.2956825,3.1430477,2.989985,2.8360464,2.684672,2.5318752,2.3785131,2.2280245,2.082946,1.9449018,1.8179579,1.7052197,1.608197,1.5270384,1.4577545,1.3977567,1.3454083,1.2958158,1.2486171,1.2031416,1.1588218,1.1165722,1.0773191,1.0429238,1.0119045,0.9841425,0.9595029,0.936627,0.9154286,0.8943352,0.8713003,0.8445163,0.8130049,0.77586255,0.73519235,0.69205723,0.6485507,0.60588217,0.5663023,0.53061013
Romania,3.2738224,3.1422089,3.0846394,3.14598,3.3202534,3.4738876,3.4573555,3.296195,3.1114079,2.9699438,2.8686985,2.796335,2.7457777,2.709654,2.670658,2.5932016,2.451106,2.2822842,2.145315,2.0635746,2.0169447,1.9836935,1.9323908,1.8266298,1.6686256,1.509986,1.390182,1.3055175,1.2393443,1.1807623,1.1222349,1.0591894,0.991737,0.9217904,0.8531169,0.791772,0.74172583,0.701908,0.66968694,0.64268794
Russia,2.6569658,2.6087715,2.555489,2.493972,2.421743,2.3391832,2.2593052,2.197157,2.1629578,2.154881,2.169902,2.194715,2.20788,2.1974401,2.1678574,2.1290693,2.0800236,2.0165813,1.93686,1.8410454,1.7314627,1.6143024,1.497016,1.3860044,1.2847803,1.1971309,1.1258172,1.0745339,1.0415926,1.015584,0.9866308,0.947242,0.8926502,0.824731,0.7543294,0.6896767,0.63308277,0.5837643,0.54136877,0.50548973
Rwanda,18.614098,17.459683,16.64125,15.999287,15.459593,15.029903,14.681732,14.596498,14.985306,15.938618,17.321092,18.948111,34.063324,22.106157,22.414114,22.074536,21.298863,20.10299,18.542447,16.756451,14.959627,13.321704,11.834117,10.5227486,9.388906,8.4472824,7.628373,6.955482,6.3784935,5.8639534,5.515647,5.215543,4.9783813,4.7737907,4.6062035,4.4629128,4.340338,4.210347,4.068056,3.9438885
Saint Kitts and Nevis,4.497968,4.2295353,3.976577,3.7479362,3.5460087,3.378823,3.2416122,3.1307192,3.0423634,2.9746576,2.9216106,2.8785313,2.837204,2.7891115,2.7335495,2.6656113,2.5810024,2.4856209,2.3806242,2.2710316,2.1636076,2.0650919,1.9798746,1.9089237,1.852589,1.8120499,1.7830206,1.7632322,1.750684,1.7420374,1.7379368,1.7305918,1.7185633,1.6943474,1.6614214,1.6257118,1.5858723,1.5439911,1.50229225,1.4560239
Saint Lucia,2.93441,2.7973625,2.6772064,2.5708864,2.4766115,2.3917986,2.3159603,2.2472736,2.185397,2.1291397,2.0784899,2.0330908,1.9927889,1.9563004,1.9239162,1.8958832,1.8723568,1.8541693,1.8407595,1.832806,1.8297333,1.8319208,1.8386965,1.8495756,1.8649557,1.8851412,1.9096355,1.9384354,1.9710564,2.0083143,2.0494722,2.0950686,2.1426304,2.1945915,2.2496586,2.3043514,2.3572178,2.4059631,2.4479427,2.4820637
Saint Vincent and the Grenadines,4.328028,3.9092987,3.5404682,3.22761,2.9702988,2.7653471,2.6045473,2.4791159,2.3854216,2.3164406,2.2707085,2.2438066,2.2327316,2.232937,2.2366901,2.2420763,2.2437862,2.2405565,2.2304588,2.214866,2.1983543,2.1839237,2.1679668,2.153256,2.1356628,2.1117306,2.0794706,2.0366213,1.9845903,1.92548,1.8637577,1.8019312,1.7406843,1.681948,1.6245789,1.5681231,1.5170228,1.4637023,1.41642685,1.3710262
Samoa,4.024078,3.858505,3.7036762,3.55848,3.423024,3.2978325,3.1838469,3.077423,2.9831535,2.8924929,2.8035425,2.7125011,2.6206036,2.5321283,2.4481613,2.365716,2.2831396,2.2021563,2.126476,2.0599924,2.0072287,1.9679436,1.9420967,1.9288254,1.925873,1.9299606,1.9363453,2.5687033,1.9373589,1.9288727,1.9133574,1.8960491,1.8779003,1.8593903,1.840359,1.8198189,1.7887743,1.7526175,1.7133623,1.671849
San Marino,,,,2.2531595,2.0422567,1.8573912,1.68625,1.5267952,1.3889831,1.2610248,1.1453054,1.0410598,0.949333,0.8655836,0.7919774,0.7240315,0.6625769,0.6094709,0.5600693,0.5166201,0.47838078,0.44425035,0.4141638,0.38734589,0.36236935,0.34040573,0.32035844,0.30146883,0.28548281,0.2709089,0.25709846,0.24468796,0.23266404,0.22167544,0.21142528,0.201353,0.19297863,0.18548442,0.17836553,0.17172202
Sao Tome and Principe,9.3960625,9.596734,9.807,10.0298584,11.472025,10.433653,10.606226,10.754834,10.879878,10.9411606,10.949931,10.888501,10.729021,10.4909775,10.1576004,9.753754,9.296501,8.789041,8.240057,7.6864006,7.128352,6.588978,6.0688484,5.5787945,5.1210857,4.696853,4.3099483,3.9540707,3.63263,3.3303806,3.0485167,2.7822437,2.544213,2.3275946,2.1359192,1.967816,1.8269865,1.7149246,1.6193676,1.5425553
Saudi Arabia,8.112533,7.550991,7.0182846,6.5178986,6.0502544,5.6038437,5.1837772,4.7913643,4.4301212,4.09712,3.796417,3.525686,3.2793102,3.0545311,2.849358,2.6636913,2.494319,2.343778,2.2052418,2.0764305,1.9567621,1.8477934,1.7453741,1.6474789,1.5547615,1.4649981,1.3805497,1.30063095,1.2251246,1.1531566,1.0864209,1.0233775,0.9646721,0.9099486,0.8586276,0.8114936,0.76913385,0.7325457,0.70047903,0.672114
Senegal,19.160019,18.536934,17.869621,17.125084,16.313625,15.512651,14.802551,14.242285,13.855669,13.655075,13.598553,13.641785,13.738503,13.844911,13.915176,13.904602,13.760712,13.454169,12.970615,12.301823,11.523475,10.704907,9.908379,9.167684,8.512153,7.9385216,7.446371,7.019786,6.640132,6.2929905,5.975442,5.667348,5.376167,5.1003113,4.8384075,4.5947254,4.374781,4.181442,4.013848,3.8599857
Serbia,,,4.056818,3.91798,3.7842144,3.6103638,3.364783,3.0853693,2.8303925,2.623748,2.451026,2.2953257,2.1353964,1.948173,1.7427279,1.5590781,1.4240807,1.3305657,1.2610587,1.2004741,1.1345216,1.0541561,0.9710138,0.901034,0.85094385,0.8170336,0.79403157,0.77664633,0.7585375,0.73604136,0.7099782,0.68272247,0.6556731,0.63087826,0.6091732,0.59129558,0.57770286,0.56752257,0.55813675,0.54872665
Seychelles,2.521218,2.3266588,2.1668995,2.0376642,1.9300327,1.8378948,1.7585026,1.6883993,1.6282948,1.5754904,1.52982,1.4917035,1.460367,1.435962,1.4164516,1.4032064,1.3941708,1.3891189,1.3864367,1.3868303,1.3885422,1.39180975,1.3947166,1.3991975,1.4042091,1.4079757,1.4122447,1.4179601,1.4251659,1.4326583,1.4392896,1.4449607,1.4500565,1.4535707,1.4567716,1.4590212,1.4525732,1.4396208,1.4182439,1.3912806
Sierra Leone,28.040396,27.73076,27.439026,27.152414,26.90471,26.665506,26.43638,26.235315,26.053494,25.856247,25.65274,25.439828,25.16987,24.853618,24.471864,24.05015,23.578644,23.091782,22.587302,22.04441,21.479288,20.89912,20.279686,19.647534,18.97113,18.282298,17.56616,16.846167,16.141458,15.445457,14.797083,14.188445,13.99812,14.097765,12.610331,12.135734,11.678796,11.252116,10.852246,10.4686966
Singapore,1.3209382,1.2243299,1.1461336,1.0855946,1.0319143,0.9782922,0.9172709,0.8457057,0.76811304,0.69316945,0.6274,0.5731887,0.5320982,0.5024304,0.47992725,0.46103506,0.4405332,0.41505117,0.38690307,0.3598912,0.3365311,0.3178163,0.303743,0.29416575,0.28837893,0.28548822,0.28457139,0.28394456,0.2834368,0.28147426,0.27827246,0.27576017,0.27457159,0.2738592,0.27106466,0.2646414,0.25412247,0.23963065,0.22339907,0.20883267
Slovakia,2.0718494,1.9838545,1.8992628,1.818096,1.7400005,1.6663326,1.5973798,1.5326039,1.4711624,1.4123674,1.3553076,1.2998658,1.2461691,1.1944456,1.145134,1.0983901,1.0543409,1.0131229,0.9750031,0.9400599,0.9075221,0.877062,0.84800415,0.8199304,0.79278016,0.76688776,0.7425734,0.7199779,0.69960814,0.68137374,0.6650358,0.6502821,0.63693366,0.62455816,0.61280413,0.602093,0.591955,0.5824043,0.57300506,0.56331096
Slovenia,1.7017208,1.612705,1.5260116,1.4393387,1.3533572,1.2685079,1.1866702,1.1088052,1.0365116,0.9683842,0.9045999,0.8449861,0.78976507,0.73853416,0.69208627,0.65002084,0.6123435,0.5777806,0.5464531,0.51779647,0.4909859,0.46591105,0.4422008,0.4193824,0.39785454,0.37715003,0.35772388,0.3395851,0.3228579,0.30770934,0.29402192,0.28153245,0.2703634,0.26032295,0.25154257,0.24362404,0.23657908,0.23000648,0.2235227,0.21695964
Solomon Islands,4.8322617,4.6646843,4.5114468,4.369234,4.2411015,4.1247,4.0182663,3.9177605,3.8216362,3.722586,3.620254,3.5215412,3.430091,3.3521423,3.2837082,3.223276,3.1691376,3.1203644,3.0765362,3.040243,3.0088419,2.9825966,2.9536354,2.9234928,2.8827,2.8328272,2.775774,2.7104069,2.6393791,2.5634966,2.4888386,2.4141214,2.346457,2.2771667,2.2075455,2.1367262,2.06914,2.0024954,1.9392262,1.8785265
Somalia,20.113802,19.758464,19.4797,19.25,19.03001,18.86153,18.636719,18.378166,18.041905,17.655899,17.411143,17.313376,17.290897,17.290436,17.290436,17.290436,17.290436,17.290436,17.290436,17.290436,17.290436,17.290436,17.290436,17.283292,17.226303,17.02136,16.659964,16.220497,15.746852,15.265425,14.812259,14.342946,13.887518,13.447408,13.031183,12.609471,12.250968,11.8600525,11.488566,11.178455
South Africa,8.584645,8.185794,7.8184326,7.4793594,7.164597,6.877695,6.616293,6.399516,6.2217648,6.088897,6.010109,5.992739,6.0357315,6.125186,6.260134,6.4466545,6.658084,6.8605865,7.1005264,7.3302536,7.515958,7.649241,7.776611,7.923914,7.894524,7.461393,6.826563,5.990456,5.1587685,4.5475418,4.153277,3.9577126,3.825845,3.7343517,3.6559296,3.582232,3.5085476,3.4338287,3.3742332,3.284733
South Korea,3.1583345,2.9217896,2.6866905,2.457289,2.240477,2.0402252,1.8609745,1.7018764,1.5618196,1.4370557,1.3251667,1.224206,1.1326677,1.0487567,0.97302885,0.9065853,0.8475234,0.7964294,0.75277114,0.71460814,0.67742896,0.6385869,0.5979996,0.55707626,0.5177221,0.4826512,0.4538552,0.4308484,0.41240416,0.3974931,0.38470607,0.37296188,0.36200066,0.3518742,0.34243827,0.33305655,0.32309136,0.31239748,0.30086482,0.28881986
South Sudan,28.280258,27.91281,27.56867,27.228845,26.83205,26.463907,26.033994,25.575682,25.121634,24.638405,24.128824,23.54252,22.90361,22.210739,21.503288,20.73563,19.898398,19.036273,18.159488,17.266362,16.401733,15.553868,14.752571,14.008755,13.323956,12.67406,12.041878,11.4687996,10.914204,10.4499794,10.101551,9.921023,9.871318,9.8689644,9.8689644,9.8689644,9.8689644,9.8689644,9.8689644,9.8689644
Spain,1.296305,1.2252255,1.1656301,1.1147284,1.0699581,1.0295222,0.9912927,0.9543092,0.9165616,0.8765969,0.8324827,0.78565083,0.7374507,0.69037323,0.64778748,0.6120362,0.58342814,0.5605966,0.54235163,0.52744718,0.5145529,0.5018026,0.48784566,0.47181883,0.45437727,0.43634,0.41836042,0.40090513,0.38451912,0.36966054,0.35657675,0.34572487,0.33742955,0.3316104,0.32757127,0.3243174,0.32115245,0.31693614,0.31129005,0.30454288
Sri Lanka,3.9975647,3.681555,3.343072,3.0186535,2.7380531,2.5209219,2.3815046,2.706967,2.2824516,2.2478884,2.199601,2.1388702,2.0673838,1.992364,1.9196753,1.8501318,1.7812107,1.7134586,1.6521296,1.600301,1.5559708,1.5139736,2.8857044,1.4104508,1.3356377,1.2576369,1.1952604,2.0934803,1.12182255,1.0837131,1.0374973,0.9851939,0.9306739,0.8784128,0.8324697,0.79301867,0.75843987,0.72774925,0.70038996,0.67480745
Sudan,14.485837,18.801886,18.568443,18.321373,13.98034,13.808453,13.615433,13.409041,13.196667,12.977768,12.740047,12.499663,12.2455765,11.981481,11.707954,11.413054,11.104112,10.7778046,10.442073,10.10314,9.765246,9.437778,9.117667,8.8236755,8.54554,8.283713,8.032186,7.804712,7.587059,7.384537,7.1872246,6.994798,6.8007675,6.6048164,6.406129,6.211792,6.0283367,5.843216,5.6584705,5.489554
Suriname,,5.7018898,5.5078407,5.3314777,5.1557167,4.982316,4.819889,4.666765,4.508171,4.3548084,4.2074387,4.05763,3.910694,3.7647152,3.628729,3.493513,3.364065,3.244687,3.1310598,3.0269737,2.927058,2.8352947,2.7481384,2.6665588,2.5914457,2.5216942,2.4548132,2.3892918,2.3287546,2.2720448,2.2141657,2.1598671,2.1017769,2.048343,1.9936827,1.93724,1.878228,1.8259998,1.7708467,1.7175814
